ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-11-12,13.432601681812143,11.382267502431997,15.472517404843252,11.316893184969015,15.417621155607499,-0.0007099963745927507,-0.0007099963745927507,-0.0007099963745927507,0.0038103482531172206,0.0038103482531172206,0.0038103482531172206,0.002741616453237129,0.002741616453237129,0.002741616453237129,0.0017787281744728412,0.0017787281744728412,0.0017787281744728412,0.0,0.0,0.0,717683.951508221
2025-11-13,13.42886178942373,11.325157142924652,15.46186881206021,11.299437218633898,15.424560568067145,-0.0009465677941371181,-0.0009465677941371181,-0.0009465677941371181,0.0030396069863569595,0.0030396069863569595,0.0030396069863569595,0.002418274799996598,0.002418274799996598,0.002418274799996598,0.001567899980497479,0.001567899980497479,0.001567899980497479,0.0,0.0,0.0,707632.5576159793
2025-11-14,13.425121897035316,11.339892672848574,15.497527625872168,11.28196419298347,15.43705983890347,-0.000591446993814286,-0.000591446993814286,-0.000591446993814286,0.002901719893832612,0.002901719893832612,0.002901719893832612,0.002137229907584512,0.002137229907584512,0.002137229907584512,0.001355936980062386,0.001355936980062386,0.001355936980062386,0.0,0.0,0.0,703679.1935638573
2025-11-15,13.421382004646905,11.226427867702132,15.371706665553496,11.265327288246167,15.44234276109696,0.00011373129927764108,0.00011373129927764108,0.00011373129927764108,-0.004829281359872206,-0.004829281359872206,-0.004829281359872206,-0.00608521821099637,-0.00608521821099637,-0.00608521821099637,0.0011422055518465228,0.0011422055518465228,0.0011422055518465228,0.0,0.0,0.0,631950.5173352519
2025-11-16,13.417642112258491,11.19057567830978,15.370023266408166,11.24962075093078,15.451232545214506,0.0005595540173360376,0.0005595540173360376,0.0005595540173360376,-0.004496271806145065,-0.004496271806145065,-0.004496271806145065,-0.005981934409575012,-0.005981934409575012,-0.005981934409575012,0.0009261085860939089,0.0009261085860939089,0.0009261085860939089,0.0,0.0,0.0,632422.3633284695
2025-11-17,13.413902219870078,11.261757964734185,15.52174645636195,11.233914213615396,15.4569278578602,0.0004190202913494807,0.0004190202913494807,0.0004190202913494807,0.0031519919083431115,0.0031519919083431115,0.0031519919083431115,0.002025862397248615,0.002025862397248615,0.002025862397248615,0.0007071092197450163,0.0007071092197450163,0.0007071092197450163,0.0,0.0,0.0,698145.4430195253
2025-11-18,13.410162327481666,11.268778589499485,15.52716573993723,11.218207676300011,15.463832411093087,-3.4429093648455315e-05,-3.4429093648455315e-05,-3.4429093648455315e-05,0.0031944916535644107,0.0031944916535644107,0.0031944916535644107,0.0027441690624989672,0.0027441690624989672,0.0027441690624989672,0.0004847516847138991,0.0004847516847138991,0.0004847516847138991,0.0,0.0,0.0,695927.6474570209
2025-11-19,13.406422435093253,11.236070851046714,15.510609302099958,11.202501138984626,15.470743187360357,-0.0002969177069629453,-0.0002969177069629453,-0.0002969177069629453,0.00270337748536005,0.00270337748536005,0.00270337748536005,0.002741616453236457,0.002741616453236457,0.002741616453236457,0.00025867873908653804,0.00025867873908653804,0.00025867873908653804,0.0,0.0,0.0,688771.6382574575
2025-11-20,13.40268254270484,11.188818212615612,15.521777210054267,11.18679460166924,15.477601334591554,-0.0002173770548833214,-0.0002173770548833214,-0.0002173770548833214,0.002229543003811577,0.002229543003811577,0.002229543003811577,0.0024182747999983672,0.0024182747999983672,0.0024182747999983672,2.8645258696531144e-05,2.8645258696531144e-05,2.8645258696531144e-05,0.0,0.0,0.0,681849.6103325548
2025-11-21,13.398942650316428,11.211120668741387,15.51552459687663,11.171924291081947,15.493989488472586,-9.499083141106725e-05,-9.499083141106725e-05,-9.499083141106725e-05,0.0018367667608866992,0.0018367667608866992,0.0018367667608866992,0.0021372299075739015,0.0021372299075739015,0.0021372299075739015,-0.0002054723152761351,-0.0002054723152761351,-0.0002054723152761351,0.0,0.0,0.0,675733.05150303
